Timestamp,DateTime,Signal Direction,Price 0.01% Pool,Price 0.05% Pool,Spread,Spread %,Expected Profit %,Trade Amount USDC,Safety Passed,Safety Errors,Safety Warnings,SOL Balance,USDC Balance,Executed,Dry Run,Swap1 Pool,Swap1 Success,Swap1 Amount In,Swap1 Amount Out,Swap1 Signature,Swap1 Error,Swap2 Pool,Swap2 Success,Swap2 Amount In,Swap2 Amount Out,Swap2 Signature,Swap2 Error,Actual Profit USDC,Actual Profit %,Failure Reason,Failure Stage
1767020206162,2025-12-29 08:26:46.162 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020207316,2025-12-29 08:26:47.316 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020208596,2025-12-29 08:26:48.596 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020209247,2025-12-29 08:26:49.247 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020209948,2025-12-29 08:26:49.948 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020210668,2025-12-29 08:26:50.668 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020211359,2025-12-29 08:26:51.359 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020212020,2025-12-29 08:26:52.020 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020212682,2025-12-29 08:26:52.682 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020213320,2025-12-29 08:26:53.320 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020213980,2025-12-29 08:26:53.980 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020214962,2025-12-29 08:26:54.962 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020215904,2025-12-29 08:26:55.904 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020216858,2025-12-29 08:26:56.858 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020217778,2025-12-29 08:26:57.778 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020219245,2025-12-29 08:26:59.245 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
1767020220767,2025-12-29 08:27:00.767 PM,pool1-to-pool2,0,0,0,NaN,1.0770103831533542,480,false,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,High slippage: 3.00% (max: 3.00%); Trade amount 480 USDC uses >90% of balance,0,0,false,true,7qbRF6YsyGuLUVs6Y1q64bdVrfe4ZcUUz1JRdoVNUJnm,false,0,0,,,83v8iPyZihDEjDdY8RdZddyZNyUtXngz69Lgo9Kt5d6d,false,0,0,,,0,0,Insufficient SOL: 0.000000 < 0.01 required; USDC token account not found or not initialized,safety
